"","90%","95%","99%"
"1",-0.410938155099321,-0.0251103478232479,0.634012705786007
"2",-0.308197784521887,0.084814887083778,0.757174266496088
"3",-0.219623840310828,0.136821704683221,0.845251920085136
"4",-0.167644415149157,0.200242518622291,0.917113016789439
"5",-0.112421748971041,0.244646635634682,0.976018877655817
"6",-0.0575757194524103,0.292402551334778,0.988829733442508
"7",-0.0166090839040165,0.338075785637847,1.01642497704221
"8",0.0332227383822059,0.367115959746934,1.05432522865274
"9",0.0646774333074107,0.409469174779858,1.09217339078818
"10",0.0895932822151526,0.433175770212857,1.13258453963175
"11",0.114828840536749,0.460786876812938,1.15627753677485
"12",0.134037809747344,0.496429168736608,1.1812350197816
"13",0.159493771015022,0.512264807309282,1.20644598537989
"14",0.179552246296146,0.528751179528047,1.21223537761509
"15",0.201662829413507,0.545972281898603,1.23681010834342
"16",0.219437320138522,0.571313105586268,1.24700580650246
"17",0.235708580849933,0.592308051748995,1.27678935845364
"18",0.259773275141788,0.602038148213442,1.36664520585637
"19",0.274118585061096,0.624219752762851,1.376401137226
"20",0.284425744386863,0.644805615620992,1.38105473769126
"21",0.298947144920738,0.666372926343216,1.3892967834575
"22",0.316169151991895,0.685055030928457,1.3909212786182
"23",0.340703622456328,0.716005965934913,1.39612899443956
"24",0.35681265738256,0.726732046372789,1.41535903289399
"25",0.367802038822049,0.742402095038125,1.41582804884245
"26",0.385668537874802,0.749571097920702,1.41766939448825
"27",0.394175632537376,0.775874904966761,1.42570453885624
"28",0.413187165064914,0.786084954076731,1.43930644542642
"29",0.424214384533504,0.79951423951456,1.45364906938053
"30",0.436154163751887,0.802776985367644,1.4653105867611
"31",0.446964040302494,0.819019176011007,1.49816561501011
"32",0.46089170737959,0.830268599715686,1.49816561501011
"33",0.474090522878447,0.83717959540568,1.5083802096248
"34",0.486704070164557,0.84744285596671,1.5455486226229
"35",0.4937730130654,0.852315038252133,1.54620513376163
"36",0.504973746260582,0.867464286227611,1.55539213010865
"37",0.513732918558266,0.873139207803564,1.55539213010865
"38",0.519572701088678,0.881526082911716,1.55539213010865
"39",0.528763040723133,0.882872205772462,1.55539213010865
"40",0.535772937368487,0.894198355077515,1.58843318932263
"41",0.541083288365815,0.899565115219278,1.58922442507193
"42",0.549199544613647,0.900421816743369,1.59223886858984
"43",0.555289413305482,0.908599927322176,1.60199784507778
"44",0.562014550576468,0.912915133915292,1.61368885490045
"45",0.568354786246357,0.920252269981294,1.61754485625276
"46",0.578234572371224,0.929919662870655,1.62002116804671
"47",0.582297321854612,0.930871202640667,1.62002116804671
"48",0.591138309972812,0.939133692518311,1.6211581762631
